feature,mean,scale
Coef_402,0.0019495529801324503,0.0020175422024294393
Coef_403,-0.00070296688741721845,0.0020617180706578352
Coef_404,-0.0015411821192052981,0.0016833474504742109
Coef_405,-0.0011812350993377484,0.0020262289920371808
Coef_406,-0.00048717218543046348,0.0019296115941108492
Coef_407,0.00084598344370860937,0.0018233673082474339
Coef_408,-0.0016343774834437085,0.0019578059545111957
Coef_409,-0.0013368576158940397,0.0020162205618183128
Coef_410,0.0002213940397350993,0.0018056355195611598
Coef_411,0.0005808013245033113,0.0022049991320743363
Coef_412,-0.0011766655629139075,0.0020908134267559192
Coef_413,0.00033830132450331127,0.0017311529132932027
Coef_414,-0.0012502549668874173,0.0021684657799848715
Coef_415,0.0016335165562913908,0.0022331654555165954
Coef_416,0.0025702947019867551,0.002165439337809656
Coef_417,-0.0012463443708609272,0.002054408888563499
Coef_418,0.0004202682119205298,0.0022856134056272281
Coef_419,0.00040136754966887424,0.0021698031178439335
Coef_420,-0.00077623509933774832,0.0020311984378033878
Coef_421,0.00010713245033112585,0.0029318804572440352
Coef_422,0.0015036324503311257,0.0026900715777436225
Coef_423,0.0022216258278145691,0.0022715756855307538
Coef_424,0.002264592715231788,0.0027109404583199911
Coef_425,-0.0016082119205298013,0.0027060579589033187
Coef_426,0.0019038874172185433,0.002313092533124284
Coef_427,-0.0011149933774834437,0.0036246197589964017
Coef_428,-0.0040466986754966886,0.0041000282197298388
Coef_429,0.0015314536423841059,0.0024592973454386183
Coef_430,-0.0013343940397350994,0.0040798907725077167
Coef_431,0.0028536192052980133,0.0040918893995691838
Coef_432,-0.0011623609271523179,0.0025484382567642358
Coef_433,0.00028648344370860927,0.00073175518247353916
Coef_434,0.00023010264900662252,0.00083197274896843561
Coef_435,-0.00068023509933774827,0.0010116504616955559
Coef_436,-0.0003377847682119205,0.0014133347524735425
Coef_437,0.00027064900662251658,0.0011302568172013559
Coef_438,-0.00047592384105960261,0.0015802403468467906
Coef_439,0.00015324503311258279,0.00092665346021207531
Coef_440,-0.00037730132450331124,0.0011705605234266479
Coef_441,0.00060115894039735099,0.0011718618716645443
Coef_442,-0.00045587748344370861,0.0011178014526912639
Coef_443,-0.00026767549668874172,0.0011904895762338459
Coef_444,0.00088741059602648993,0.001457000664849254
Coef_445,-0.00084674834437086096,0.0013813166922248905
Coef_446,-0.00031279801324503309,0.0013305693830245797
Coef_447,-7.9814569536423873e-05,0.0015121103029423976
Coef_448,0.00054402980132450319,0.0011812625313561982
Coef_449,-9.1566225165562909e-05,0.0012347620117847318
Coef_450,0.00048797350993377484,0.0014015193645111011
Coef_451,-0.00032653642384105963,0.0012347482772921583
